Zone Name,Suburb Name,Suburb Postcode,Arrival day from dispatch,Delivery Fee,Free Delivery for Over $
Adelaide Metro,TEA TREE GULLY,5091,Saturday,$20,$180
Adelaide Metro,VISTA,5091,Saturday,$20,$180
Adelaide Metro,MODBURY,5092,Saturday,$20,$180
Adelaide Metro,MODBURY HEIGHTS,5092,Saturday,$20,$180
Adelaide Metro,MODBURY NORTH,5092,Saturday,$20,$180
Adelaide Metro,PARA VISTA,5093,Saturday,$20,$180
Adelaide Metro,VALLEY VIEW,5093,Saturday,$20,$180
Adelaide Metro,CAVAN,5094,Saturday,$20,$180
Adelaide Metro,DRY CREEK,5094,Saturday,$20,$180
Adelaide Metro,GEPPS CROSS,5094,Saturday,$20,$180
Adelaide Metro,MAWSON LAKES,5095,Saturday,$20,$180
Adelaide Metro,POORAKA,5095,Saturday,$20,$180
Adelaide Metro,THE LEVELS,5095,Saturday,$20,$180
Adelaide Metro,GULFVIEW HEIGHTS,5096,Saturday,$20,$180
Adelaide Metro,MODBURY HEIGHTS,5096,Saturday,$20,$180
Adelaide Metro,PARA HILLS,5096,Saturday,$20,$180
Adelaide Metro,PARA HILLS WEST,5096,Saturday,$20,$180
Adelaide Metro,REDWOOD PARK,5097,Saturday,$20,$180
Adelaide Metro,RIDGEHAVEN,5097,Saturday,$20,$180
Adelaide Metro,SAINT AGNES,5097,Saturday,$20,$180
Adelaide Metro,ST AGNES,5097,Saturday,$20,$180
Adelaide Metro,INGLE FARM,5098,Saturday,$20,$180
Adelaide Metro,WALKLEY HEIGHTS,5098,Saturday,$20,$180
Adelaide Metro,PARAFIELD,5106,Saturday,$20,$180
Adelaide Metro,PARAFIELD AIRPORT,5106,Saturday,$20,$180
Adelaide Metro,SALISBURY SOUTH,5106,Saturday,$20,$180
Adelaide Metro,GREEN FIELDS,5107,Saturday,$20,$180
Adelaide Metro,PARAFIELD GARDENS,5107,Saturday,$20,$180
Adelaide Metro,PARALOWIE,5108,Saturday,$20,$180
Adelaide Metro,SALISBURY,5108,Saturday,$20,$180
Adelaide Metro,SALISBURY DOWNS,5108,Saturday,$20,$180
Adelaide Metro,SALISBURY NORTH,5108,Saturday,$20,$180
Adelaide Metro,SALISBURY NORTH WHITES ROAD,5108,Saturday,$20,$180
Adelaide Metro,BRAHMA LODGE,5109,Saturday,$20,$180
Adelaide Metro,SALISBURY EAST,5109,Saturday,$20,$180
Adelaide Metro,SALISBURY EAST NORTHBRI AVE,5109,Saturday,$20,$180
Adelaide Metro,SALISBURY HEIGHTS,5109,Saturday,$20,$180
Adelaide Metro,SALISBURY PARK,5109,Saturday,$20,$180
Adelaide Metro,SALISBURY PLAIN,5109,Saturday,$20,$180
Adelaide Metro,BOLIVAR,5110,Saturday,$20,$180
Adelaide Metro,BURTON,5110,Saturday,$20,$180
Adelaide Metro,DIREK,5110,Saturday,$20,$180
Adelaide Metro,GLOBE DERBY PARK,5110,Saturday,$20,$180
Adelaide Metro,ST KILDA,5110,Saturday,$20,$180
Adelaide Metro,WATERLOO CORNER,5110,Saturday,$20,$180
Adelaide Metro,EDINBURGH,5111,Saturday,$20,$180
Adelaide Metro,ELIZABETH,5112,Saturday,$20,$180
Adelaide Metro,ELIZABETH EAST,5112,Saturday,$20,$180
Adelaide Metro,ELIZABETH GROVE,5112,Saturday,$20,$180
Adelaide Metro,ELIZABETH SOUTH,5112,Saturday,$20,$180
Adelaide Metro,ELIZABETH VALE,5112,Saturday,$20,$180
Adelaide Metro,HILLBANK,5112,Saturday,$20,$180
Adelaide Metro,DAVOREN PARK,5113,Saturday,$20,$180
Adelaide Metro,DAVOREN PARK NORTH,5113,Saturday,$20,$180
Adelaide Metro,DAVOREN PARK SOUTH,5113,Saturday,$20,$180
Adelaide Metro,EDINBURGH NORTH,5113,Saturday,$20,$180
Adelaide Metro,ELIZABETH DOWNS,5113,Saturday,$20,$180
Adelaide Metro,ELIZABETH NORTH,5113,Saturday,$20,$180
Adelaide Metro,ELIZABETH PARK,5113,Saturday,$20,$180
Adelaide Metro,ELIZABETH WEST,5113,Saturday,$20,$180
Adelaide Metro,ANDREWS FARM,5114,Saturday,$20,$180
Adelaide Metro,BLAKEVIEW,5114,Saturday,$20,$180
Adelaide Metro,CRAIGMORE,5114,Saturday,$20,$180
Adelaide Metro,GOULD CREEK,5114,Saturday,$20,$180
Adelaide Metro,HUMBUG SCRUB,5114,Saturday,$20,$180
Adelaide Metro,ONE TREE HILL,5114,Saturday,$20,$180
Adelaide Metro,SAMPSON FLAT,5114,Saturday,$20,$180
Adelaide Metro,SMITHFIELD,5114,Saturday,$20,$180
Adelaide Metro,SMITHFIELD PLAINS,5114,Saturday,$20,$180
Adelaide Metro,SMITHFIELD WEST,5114,Saturday,$20,$180
Adelaide Metro,ULEYBURY,5114,Saturday,$20,$180
Adelaide Metro,YATTALUNGA,5114,Saturday,$20,$180
Adelaide Metro,KUDLA,5115,Saturday,$20,$180
Adelaide Metro,MUNNO PARA,5115,Saturday,$20,$180
Adelaide Metro,MUNNO PARA DOWNS,5115,Saturday,$20,$180
Adelaide Metro,MUNNO PARA WEST,5115,Saturday,$20,$180
Adelaide Metro,EVANSTON,5116,Saturday,$20,$180
Adelaide Metro,EVANSTON GARDENS,5116,Saturday,$20,$180
Adelaide Metro,EVANSTON PARK,5116,Saturday,$20,$180
Adelaide Metro,EVANSTON SOUTH,5116,Saturday,$20,$180
Adelaide Metro,HILLIER,5116,Saturday,$20,$180
Adelaide Metro,ANGLE VALE,5117,Saturday,$20,$180
Adelaide Metro,BIBARINGA,5118,Saturday,$20,$180
Adelaide Metro,BUCHFELDE,5118,Saturday,$20,$180
Adelaide Metro,CONCORDIA,5118,Saturday,$20,$180
Adelaide Metro,GAWLER,5118,Saturday,$20,$180
Adelaide Metro,GAWLER BELT,5118,Saturday,$20,$180
Adelaide Metro,GAWLER EAST,5118,Saturday,$20,$180
Adelaide Metro,GAWLER RIVER,5118,Saturday,$20,$180
Adelaide Metro,GAWLER SOUTH,5118,Saturday,$20,$180
Adelaide Metro,GAWLER WEST,5118,Saturday,$20,$180
Adelaide Metro,HEWETT,5118,Saturday,$20,$180
Adelaide Metro,KALBEEBA,5118,Saturday,$20,$180
Adelaide Metro,KANGAROO FLAT,5118,Saturday,$20,$180
Adelaide Metro,KINGSFORD,5118,Saturday,$20,$180
Adelaide Metro,REID,5118,Saturday,$20,$180
Adelaide Metro,WARD BELT,5118,Saturday,$20,$180
Adelaide Metro,WILLASTON,5118,Saturday,$20,$180
Adelaide Metro,BUCKLAND PARK,5120,Saturday,$20,$180
Adelaide Metro,VIRGINIA,5120,Saturday,$20,$180
Adelaide Metro,MACDONALD PARK,5121,Saturday,$20,$180
Adelaide Metro,PENFIELD,5121,Saturday,$20,$180
Adelaide Metro,PENFIELD GARDENS,5121,Saturday,$20,$180
Adelaide Metro,GOLDEN GROVE,5125,Saturday,$20,$180
Adelaide Metro,GOLDEN GROVE VILLAGE,5125,Saturday,$20,$180
Adelaide Metro,GREENWITH,5125,Saturday,$20,$180
Adelaide Metro,FAIRVIEW PARK,5126,Saturday,$20,$180
Adelaide Metro,SURREY DOWNS,5126,Saturday,$20,$180
Adelaide Metro,YATALA VALE,5126,Saturday,$20,$180
Adelaide Metro,WYNN VALE,5127,Saturday,$20,$180
Adelaide Metro,HOUGHTON,5131,Saturday,$20,$180
Adelaide Metro,LOWER HERMITAGE,5131,Saturday,$20,$180
Adelaide Metro,SOUTH HOUGHTON,5131,Saturday,$20,$180
Adelaide Metro,UPPER HERMITAGE,5131,Saturday,$20,$180
Adelaide Metro,PARACOMBE,5132,Saturday,$20,$180
Adelaide Metro,INGLEWOOD,5133,Saturday,$20,$180
Adelaide Metro,CHERRYVILLE,5134,Saturday,$20,$180
Adelaide Metro,MONTACUTE,5134,Saturday,$20,$180
Adelaide Metro,NORTON SUMMIT,5136,Saturday,$20,$180
Adelaide Metro,ASHTON,5137,Saturday,$20,$180
Adelaide Metro,MARBLE HILL,5137,Saturday,$20,$180
Adelaide Metro,BASKET RANGE,5138,Saturday,$20,$180
Adelaide Metro,FOREST RANGE,5139,Saturday,$20,$180
Adelaide Metro,GREENHILL,5140,Saturday,$20,$180
Adelaide Metro,HORSNELL GULLY,5141,Saturday,$20,$180
Adelaide Metro,SUMMERTOWN,5141,Saturday,$20,$180
Adelaide Metro,URAIDLA,5142,Saturday,$20,$180
Adelaide Metro,CAREY GULLY,5144,Saturday,$20,$180
Adelaide Metro,EAGLE ON THE HILL,5150,Saturday,$20,$180
Adelaide Metro,LEAWOOD GARDENS,5150,Saturday,$20,$180
Adelaide Metro,PICCADILLY,5151,Saturday,$20,$180
Adelaide Metro,CLELAND,5152,Saturday,$20,$180
Adelaide Metro,CRAFERS,5152,Saturday,$20,$180
Adelaide Metro,CRAFERS WEST,5152,Saturday,$20,$180
Adelaide Metro,MOUNT LOFTY,5152,Saturday,$20,$180
Adelaide Metro,STIRLING,5152,Saturday,$20,$180
Adelaide Metro,BIGGS FLAT,5153,Saturday,$20,$180
Adelaide Metro,BRADBURY,5153,Saturday,$20,$180
Adelaide Metro,CHAPEL HILL,5153,Saturday,$20,$180
Adelaide Metro,ECHUNGA,5153,Saturday,$20,$180
Adelaide Metro,FLAXLEY,5153,Saturday,$20,$180
Adelaide Metro,GREEN HILLS RANGE,5153,Saturday,$20,$180
Adelaide Metro,HEATHFIELD,5153,Saturday,$20,$180
Adelaide Metro,IRONBANK,5153,Saturday,$20,$180
Adelaide Metro,JUPITER CREEK,5153,Saturday,$20,$180
Adelaide Metro,LONGWOOD,5153,Saturday,$20,$180
Adelaide Metro,MACCLESFIELD,5153,Saturday,$20,$180
Adelaide Metro,MYLOR,5153,Saturday,$20,$180
Adelaide Metro,SCOTT CREEK,5153,Saturday,$20,$180
Adelaide Metro,ALDGATE,5154,Saturday,$20,$180
Adelaide Metro,BRIDGEWATER,5155,Saturday,$20,$180
Adelaide Metro,MOUNT GEORGE,5155,Saturday,$20,$180
Adelaide Metro,UPPER STURT,5156,Saturday,$20,$180
Adelaide Metro,ASHBOURNE,5157,Saturday,$20,$180
Adelaide Metro,BULL CREEK,5157,Saturday,$20,$180
Adelaide Metro,CHERRY GARDENS,5157,Saturday,$20,$180
Adelaide Metro,CLARENDON,5157,Saturday,$20,$180
Adelaide Metro,COROMANDEL EAST,5157,Saturday,$20,$180
Adelaide Metro,DORSET VALE,5157,Saturday,$20,$180
Adelaide Metro,KANGARILLA,5157,Saturday,$20,$180
Adelaide Metro,MCHARG CREEK,5157,Saturday,$20,$180
Adelaide Metro,HALLETT COVE,5158,Saturday,$20,$180
Adelaide Metro,O'HALLORAN HILL,5158,Saturday,$20,$180
Adelaide Metro,SHEIDOW PARK,5158,Saturday,$20,$180
Adelaide Metro,TROTT PARK,5158,Saturday,$20,$180
Adelaide Metro,ABERFOYLE PARK,5159,Saturday,$20,$180
Adelaide Metro,CHANDLERS HILL,5159,Saturday,$20,$180
Adelaide Metro,FLAGSTAFF HILL,5159,Saturday,$20,$180
Adelaide Metro,HAPPY VALLEY,5159,Saturday,$20,$180
Adelaide Metro,LONSDALE,5160,Saturday,$20,$180
Adelaide Metro,PORT STANVAC,5160,Saturday,$20,$180
Adelaide Metro,OLD REYNELLA,5161,Saturday,$20,$180
Adelaide Metro,REYNELLA,5161,Saturday,$20,$180
Adelaide Metro,REYNELLA EAST,5161,Saturday,$20,$180
Adelaide Metro,MORPHETT VALE,5162,Saturday,$20,$180
Adelaide Metro,WOODCROFT,5162,Saturday,$20,$180
Adelaide Metro,HACKHAM,5163,Saturday,$20,$180
Adelaide Metro,HACKHAM WEST,5163,Saturday,$20,$180
Adelaide Metro,HUNTFIELD HEIGHTS,5163,Saturday,$20,$180
Adelaide Metro,ONKAPARINGA HILLS,5163,Saturday,$20,$180
Adelaide Metro,CHRISTIE DOWNS,5164,Saturday,$20,$180
Adelaide Metro,CHRISTIES BEACH,5165,Saturday,$20,$180
Adelaide Metro,CHRISTIES BEACH NORTH,5165,Saturday,$20,$180
Adelaide Metro,O'SULLIVAN BEACH,5166,Saturday,$20,$180
Adelaide Metro,PORT NOARLUNGA,5167,Saturday,$20,$180
Adelaide Metro,PORT NOARLUNGA SOUTH,5167,Saturday,$20,$180
Adelaide Metro,NOARLUNGA,5168,Saturday,$20,$180
Adelaide Metro,NOARLUNGA CENTRE,5168,Saturday,$20,$180
Adelaide Metro,NOARLUNGA DOWNS,5168,Saturday,$20,$180
Adelaide Metro,OLD NOARLUNGA,5168,Saturday,$20,$180
Adelaide Metro,MOANA,5169,Saturday,$20,$180
Adelaide Metro,SEAFORD,5169,Saturday,$20,$180
Adelaide Metro,SEAFORD HEIGHTS,5169,Saturday,$20,$180
Adelaide Metro,SEAFORD MEADOWS,5169,Saturday,$20,$180
Adelaide Metro,SEAFORD RISE,5169,Saturday,$20,$180
Adelaide Metro,MASLIN BEACH,5170,Saturday,$20,$180
Adelaide Metro,BLEWITT SPRINGS,5171,Saturday,$20,$180
Adelaide Metro,MCLAREN FLAT,5171,Saturday,$20,$180
Adelaide Metro,MCLAREN VALE,5171,Saturday,$20,$180
Adelaide Metro,PEDLER CREEK,5171,Saturday,$20,$180
Adelaide Metro,TATACHILLA,5171,Saturday,$20,$180
Adelaide Metro,DINGABLEDINGA,5172,Saturday,$20,$180
Adelaide Metro,HOPE FOREST,5172,Saturday,$20,$180
Adelaide Metro,KUITPO COLONY,5172,Saturday,$20,$180
Adelaide Metro,KYEEMA,5172,Saturday,$20,$180
Adelaide Metro,MONTARRA,5172,Saturday,$20,$180
Adelaide Metro,PAGES FLAT,5172,Saturday,$20,$180
Adelaide Metro,THE RANGE,5172,Saturday,$20,$180
Adelaide Metro,WHITES VALLEY,5172,Saturday,$20,$180
Adelaide Metro,WILLUNGA,5172,Saturday,$20,$180
Adelaide Metro,WILLUNGA HILL,5172,Saturday,$20,$180
Adelaide Metro,WILLUNGA SOUTH,5172,Saturday,$20,$180
Adelaide Metro,YUNDI,5172,Saturday,$20,$180
Adelaide Metro,ALDINGA,5173,Saturday,$20,$180
Adelaide Metro,ALDINGA BEACH,5173,Saturday,$20,$180
Adelaide Metro,PORT WILLUNGA,5173,Saturday,$20,$180
Adelaide Metro,SILVER SANDS,5173,Saturday,$20,$180
Adelaide Metro,SELLICKS BEACH,5174,Saturday,$20,$180
Adelaide Metro,SELLICKS HILL,5174,Saturday,$20,$180
Adelaide Metro,BLACKFELLOWS CREEK,5201,Saturday,$20,$180
Adelaide Metro,KUITPO,5201,Saturday,$20,$180
Adelaide Metro,MEADOWS,5201,Saturday,$20,$180
Adelaide Metro,PARIS CREEK,5201,Saturday,$20,$180
Adelaide Metro,PROSPECT HILL,5201,Saturday,$20,$180
Adelaide Metro,HINDMARSH TIERS,5202,Saturday,$20,$180
Adelaide Metro,MYPONGA,5202,Saturday,$20,$180
Adelaide Metro,MYPONGA BEACH,5202,Saturday,$20,$180
Adelaide Metro,BALD HILLS,5203,Saturday,$20,$180
Adelaide Metro,PARAWA,5203,Saturday,$20,$180
Adelaide Metro,TORRENS VALE,5203,Saturday,$20,$180
Adelaide Metro,TUNKALILLA,5203,Saturday,$20,$180
Adelaide Metro,WATTLE FLAT,5203,Saturday,$20,$180
Adelaide Metro,YANKALILLA,5203,Saturday,$20,$180
Adelaide Metro,CAPE JERVIS,5204,Saturday,$20,$180
Adelaide Metro,CARRICKALINGA,5204,Saturday,$20,$180
Adelaide Metro,DEEP CREEK,5204,Saturday,$20,$180
Adelaide Metro,DELAMERE,5204,Saturday,$20,$180
Adelaide Metro,HAY FLAT,5204,Saturday,$20,$180
Adelaide Metro,NORMANVILLE,5204,Saturday,$20,$180
Adelaide Metro,RAPID BAY,5204,Saturday,$20,$180
Adelaide Metro,SECOND VALLEY,5204,Saturday,$20,$180
Adelaide Metro,SILVERTON,5204,Saturday,$20,$180
Adelaide Metro,WIRRINA COVE,5204,Saturday,$20,$180
Adelaide Metro,MOUNT COMPASS,5210,Saturday,$20,$180
Adelaide Metro,MOUNT MAGNIFICENT,5210,Saturday,$20,$180
Adelaide Metro,NANGKITA,5210,Saturday,$20,$180
Adelaide Metro,BACK VALLEY,5211,Saturday,$20,$180
Adelaide Metro,CHITON,5211,Saturday,$20,$180
Adelaide Metro,ENCOUNTER BAY,5211,Saturday,$20,$180
Adelaide Metro,HAYBOROUGH,5211,Saturday,$20,$180
Adelaide Metro,HINDMARSH VALLEY,5211,Saturday,$20,$180
Adelaide Metro,INMAN VALLEY,5211,Saturday,$20,$180
Adelaide Metro,LOWER INMAN VALLEY,5211,Saturday,$20,$180
Adelaide Metro,MCCRACKEN,5211,Saturday,$20,$180
Adelaide Metro,MOUNT JAGGED,5211,Saturday,$20,$180
Adelaide Metro,VICTOR HARBOR,5211,Saturday,$20,$180
Adelaide Metro,VICTOR HARBOR CENTRAL,5211,Saturday,$20,$180
Adelaide Metro,WAITPINGA,5211,Saturday,$20,$180
Adelaide Metro,WILLOW CREEK,5211,Saturday,$20,$180
Adelaide Metro,YILKI,5211,Saturday,$20,$180
Adelaide Metro,PORT ELLIOT,5212,Saturday,$20,$180
Adelaide Metro,MIDDLETON,5213,Saturday,$20,$180
Adelaide Metro,CURRENCY CREEK,5214,Saturday,$20,$180
Adelaide Metro,GOOLWA,5214,Saturday,$20,$180
Adelaide Metro,GOOLWA BEACH,5214,Saturday,$20,$180
Adelaide Metro,GOOLWA NORTH,5214,Saturday,$20,$180
Adelaide Metro,GOOLWA SOUTH,5214,Saturday,$20,$180
Adelaide Metro,HINDMARSH ISLAND,5214,Saturday,$20,$180
Adelaide Metro,MOSQUITO HILL,5214,Saturday,$20,$180
Adelaide Metro,CHAIN OF PONDS,5231,Saturday,$20,$180
Adelaide Metro,KERSBROOK,5231,Saturday,$20,$180
Adelaide Metro,MILLBROOK,5231,Saturday,$20,$180
Adelaide Metro,CUDLEE CREEK,5232,Saturday,$20,$180
Adelaide Metro,FORRESTON,5233,Saturday,$20,$180
Adelaide Metro,GUMERACHA,5233,Saturday,$20,$180
Adelaide Metro,KENTON VALLEY,5233,Saturday,$20,$180
Adelaide Metro,WARREN,5233,Saturday,$20,$180
Adelaide Metro,BIRDWOOD,5234,Saturday,$20,$180
Adelaide Metro,EDEN VALLEY,5235,Saturday,$20,$180
Adelaide Metro,MOUNT PLEASANT,5235,Saturday,$20,$180
Adelaide Metro,SPRINGTON,5235,Saturday,$20,$180
Adelaide Metro,TAUNTON,5235,Saturday,$20,$180
Adelaide Metro,APAMURRA,5237,Saturday,$20,$180
Adelaide Metro,MILENDELLA,5237,Saturday,$20,$180
Adelaide Metro,PALMER,5237,Saturday,$20,$180
Adelaide Metro,SANDERSTON,5237,Saturday,$20,$180
Adelaide Metro,COWIRRA,5238,Saturday,$20,$180
Adelaide Metro,MANNUM,5238,Saturday,$20,$180
Adelaide Metro,POMPOOTA,5238,Saturday,$20,$180
Adelaide Metro,PONDE,5238,Saturday,$20,$180
Adelaide Metro,PORT MANNUM,5238,Saturday,$20,$180
Adelaide Metro,LENSWOOD,5240,Saturday,$20,$180
Adelaide Metro,LOBETHAL,5241,Saturday,$20,$180
Adelaide Metro,BALHANNAH,5242,Saturday,$20,$180
Adelaide Metro,OAKBANK,5243,Saturday,$20,$180
Adelaide Metro,CHARLESTON,5244,Saturday,$20,$180
Adelaide Metro,HARROGATE,5244,Saturday,$20,$180
Adelaide Metro,INVERBRACKIE,5244,Saturday,$20,$180
Adelaide Metro,MOUNT TORRENS,5244,Saturday,$20,$180
Adelaide Metro,WOODSIDE,5244,Saturday,$20,$180
Adelaide Metro,HAHNDORF,5245,Saturday,$20,$180
Adelaide Metro,PAECHTOWN,5245,Saturday,$20,$180
Adelaide Metro,VERDUN,5245,Saturday,$20,$180
Adelaide Metro,BLAKISTON,5250,Saturday,$20,$180
Adelaide Metro,LITTLEHAMPTON,5250,Saturday,$20,$180
Adelaide Metro,TOTNESS,5250,Saturday,$20,$180
Adelaide Metro,BUGLE RANGES,5251,Saturday,$20,$180
Adelaide Metro,MOUNT BARKER,5251,Saturday,$20,$180
Adelaide Metro,MOUNT BARKER JUNCTION,5251,Saturday,$20,$180
Adelaide Metro,MOUNT BARKER SPRINGS,5251,Saturday,$20,$180
Adelaide Metro,MOUNT BARKER SUMMIT,5251,Saturday,$20,$180
Adelaide Metro,WISTOW,5251,Saturday,$20,$180
Adelaide Metro,BRUKUNGA,5252,Saturday,$20,$180
Adelaide Metro,DAWESLEY,5252,Saturday,$20,$180
Adelaide Metro,HAY VALLEY,5252,Saturday,$20,$180
Adelaide Metro,KANMANTOO,5252,Saturday,$20,$180
Adelaide Metro,NAIRNE,5252,Saturday,$20,$180
Adelaide Metro,ST IVES,5252,Saturday,$20,$180
Adelaide Metro,AVOCA DELL,5253,Saturday,$20,$180
Adelaide Metro,BRINKLEY,5253,Saturday,$20,$180
Adelaide Metro,BURDETT,5253,Saturday,$20,$180
Adelaide Metro,CHAPMAN BORE,5253,Saturday,$20,$180
Adelaide Metro,ETTRICK,5253,Saturday,$20,$180
Adelaide Metro,GIFFORD HILL,5253,Saturday,$20,$180
Adelaide Metro,GREENBANKS,5253,Saturday,$20,$180
Adelaide Metro,LONG FLAT,5253,Saturday,$20,$180
Adelaide Metro,MOBILONG,5253,Saturday,$20,$180
Adelaide Metro,MONTEITH,5253,Saturday,$20,$180
Adelaide Metro,MURRAWONG,5253,Saturday,$20,$180
Adelaide Metro,MURRAY BRIDGE,5253,Saturday,$20,$180
Adelaide Metro,MURRAY BRIDGE EAST,5253,Saturday,$20,$180
Adelaide Metro,MURRAY BRIDGE NORTH,5253,Saturday,$20,$180
Adelaide Metro,MURRAY BRIDGE SOUTH,5253,Saturday,$20,$180
Adelaide Metro,NORTHERN HEIGHTS,5253,Saturday,$20,$180
Adelaide Metro,RIVERGLADES,5253,Saturday,$20,$180
Adelaide Metro,RIVERGLEN,5253,Saturday,$20,$180
Adelaide Metro,ROCKY GULLY,5253,Saturday,$20,$180
Adelaide Metro,SUNNYSIDE,5253,Saturday,$20,$180
Adelaide Metro,SWANPORT,5253,Saturday,$20,$180
Adelaide Metro,TOORA,5253,Saturday,$20,$180
Adelaide Metro,WHITE HILL,5253,Saturday,$20,$180
Adelaide Metro,WHITE SANDS,5253,Saturday,$20,$180
Adelaide Metro,WILLOW BANKS,5253,Saturday,$20,$180
Adelaide Metro,WOODS POINT,5253,Saturday,$20,$180
Adelaide Metro,CALLINGTON,5254,Saturday,$20,$180
Adelaide Metro,CALOOTE,5254,Saturday,$20,$180
Adelaide Metro,MONARTO,5254,Saturday,$20,$180
Adelaide Metro,MONARTO SOUTH,5254,Saturday,$20,$180
Adelaide Metro,MYPOLONGA,5254,Saturday,$20,$180
Adelaide Metro,PETWOOD,5254,Saturday,$20,$180
Adelaide Metro,ROCKY GULLY,5254,Saturday,$20,$180
Adelaide Metro,WALL FLAT,5254,Saturday,$20,$180
Adelaide Metro,WHITE HILL,5254,Saturday,$20,$180
Adelaide Metro,WOODLANE,5254,Saturday,$20,$180
Adelaide Metro,ZADOWS LANDING,5254,Saturday,$20,$180
Adelaide Metro,ANGAS PLAINS,5255,Saturday,$20,$180
Adelaide Metro,BELVIDERE,5255,Saturday,$20,$180
Adelaide Metro,BLETCHLEY,5255,Saturday,$20,$180
Adelaide Metro,FINNISS,5255,Saturday,$20,$180
Adelaide Metro,GEMMELLS,5255,Saturday,$20,$180
Adelaide Metro,HARTLEY,5255,Saturday,$20,$180
Adelaide Metro,HIGHLAND VALLEY,5255,Saturday,$20,$180
Adelaide Metro,LAKE PLAINS,5255,Saturday,$20,$180
Adelaide Metro,LANGHORNE CREEK,5255,Saturday,$20,$180
Adelaide Metro,MOUNT OBSERVATION,5255,Saturday,$20,$180
Adelaide Metro,RED CREEK,5255,Saturday,$20,$180
Adelaide Metro,SALEM,5255,Saturday,$20,$180
Adelaide Metro,SANDERGROVE,5255,Saturday,$20,$180
Adelaide Metro,STRATHALBYN,5255,Saturday,$20,$180
Adelaide Metro,TOOPERANG,5255,Saturday,$20,$180
Adelaide Metro,WILLYAROO,5255,Saturday,$20,$180
Adelaide Metro,WOODCHESTER,5255,Saturday,$20,$180
Adelaide Metro,NURRAGI,5256,Saturday,$20,$180
Adelaide Metro,TOLDEROL,5256,Saturday,$20,$180
Adelaide Metro,ROSEDALE,5350,Saturday,$20,$180
Adelaide Metro,SANDY CREEK,5350,Saturday,$20,$180
Adelaide Metro,ALTONA,5351,Saturday,$20,$180
Adelaide Metro,BAROSSA GOLDFIELDS,5351,Saturday,$20,$180
Adelaide Metro,COCKATOO VALLEY,5351,Saturday,$20,$180
Adelaide Metro,LYNDOCH,5351,Saturday,$20,$180
Adelaide Metro,MOUNT CRAWFORD,5351,Saturday,$20,$180
Adelaide Metro,PEWSEY VALE,5351,Saturday,$20,$180
Adelaide Metro,WILLIAMSTOWN,5351,Saturday,$20,$180
Adelaide Metro,BETHANY,5352,Saturday,$20,$180
Adelaide Metro,GOMERSAL,5352,Saturday,$20,$180
Adelaide Metro,KRONDORF,5352,Saturday,$20,$180
Adelaide Metro,ROWLAND FLAT,5352,Saturday,$20,$180
Adelaide Metro,STONE WELL,5352,Saturday,$20,$180
Adelaide Metro,TANUNDA,5352,Saturday,$20,$180
Adelaide Metro,VINE VALE,5352,Saturday,$20,$180
Adelaide Metro,ANGASTON,5353,Saturday,$20,$180
Adelaide Metro,BLACK HILL,5353,Saturday,$20,$180
Adelaide Metro,CAMBRAI,5353,Saturday,$20,$180
Adelaide Metro,KEYNETON,5353,Saturday,$20,$180
Adelaide Metro,KONGOLIA,5353,Saturday,$20,$180
Adelaide Metro,MOCULTA,5353,Saturday,$20,$180
Adelaide Metro,MOUNT MCKENZIE,5353,Saturday,$20,$180
Adelaide Metro,PENRICE,5353,Saturday,$20,$180
Adelaide Metro,SEDAN,5353,Saturday,$20,$180
Adelaide Metro,TOWITTA,5353,Saturday,$20,$180
Adelaide Metro,DAVEYSTON,5355,Saturday,$20,$180
Adelaide Metro,EBENEZER,5355,Saturday,$20,$180
Adelaide Metro,LIGHT PASS,5355,Saturday,$20,$180
Adelaide Metro,MARANANGA,5355,Saturday,$20,$180
Adelaide Metro,MOPPA,5355,Saturday,$20,$180
Adelaide Metro,NURIOOTPA,5355,Saturday,$20,$180
Adelaide Metro,SEPPELTSFIELD,5355,Saturday,$20,$180
Adelaide Metro,STOCKWELL,5355,Saturday,$20,$180
Adelaide Metro,GREENOCK,5360,Saturday,$20,$180
Adelaide Metro,ROSEWORTHY,5371,Saturday,$20,$180
Adelaide Metro,SHEA-OAK LOG,5371,Saturday,$20,$180
Adelaide Metro,TEMPLERS,5371,Saturday,$20,$180
Adelaide Metro,FREELING,5372,Saturday,$20,$180
Adelaide Metro,WASLEYS,5400,Saturday,$20,$180
Adelaide Metro,LEWISTON,5501,Saturday,$20,$180
Adelaide Metro,PORT GAWLER,5501,Saturday,$20,$180
Adelaide Metro,TWO WELLS,5501,Saturday,$20,$180
Adelaide Metro,ADELAIDE AIRPORT,5950,Saturday,$20,$180
Canberra Metro,BARTON,2600,Wednesday,$16,$150
Canberra Metro,CANBERRA,2600,Wednesday,$16,$150
Canberra Metro,CAPITAL HILL,2600,Wednesday,$16,$150
Canberra Metro,DEAKIN,2600,Wednesday,$16,$150
Canberra Metro,DEAKIN WEST,2600,Wednesday,$16,$150
Canberra Metro,HARMAN,2600,Wednesday,$16,$150
Canberra Metro,HMAS HARMAN,2600,Wednesday,$16,$150
Canberra Metro,PARKES,2600,Wednesday,$16,$150
Canberra Metro,RUSSELL,2600,Wednesday,$16,$150
Canberra Metro,YARRALUMLA,2600,Wednesday,$16,$150
Canberra Metro,ACTON,2601,Wednesday,$16,$150
Canberra Metro,CANBERRA,2601,Wednesday,$16,$150
